spell_id	name	description_source	description
431715	Nozdormu Adept	api	Prescience cooldown reduced by 2 sec and it grants 1% additional critical strike chance.
431730	Sacrosanct Crusade	api	Wake of Ashes surrounds you with a Holy barrier for 10% of your maximum health.\n\nHammer of Light heals you for 5% of your maximum health, increased by 1% for each additional target hit. Any overhealing done with this effect gets converted into a Holy barrier instead.
431873	Temporality	api	Warp reduces damage taken by 20%, starting high and reducing over 3 sec.
431874	Double-time	api	Ebon Might and Prescience gain a chance equal to your critical strike chance to grant 50% additional stats.
431875	Afterimage	api	Empower spells send up to 3 Chrono Flames to your targets.
431984	Time Convergence	api	Non-defensive abilities with a 45 second or longer cooldown grant 5% Intellect for 15 sec.\n\nEssence spells extend the duration by 1 sec.
432004	Golden Opportunity	api	Prescience lasts 15% longer.
432008	Motes of Acceleration	api	Warp leaves a trail of Motes of Acceleration. Allies who come in contact with a mote gain 20% increased movement speed for 30 sec.
432181	Dance of the Wind	api	Your physical damage taken is reduced by 10% and an additional 10% every 4 sec until you receive a physical attack.
432459	Holy Bulwark	api	Will the Light to coalesce and become manifest as a Holy Armament, wielded by your friendly target.\n\n Holy Bulwark:\n\nWhile wielding a Holy Bulwark, gain an absorb shield for 15.0% of your max health and an additional 2.0% every 2 sec. Lasts 20 sec.\n\nBecomes Sacred Weapon after use.\n\nGenerates 3 Holy Power.
432463	Hammerfall	api	Templar's Verdict calls down an Empyrean Hammer on a nearby enemy.\n\nWhile Shake the Heavens is active, this effect calls down an additional Empyrean Hammer.
432615	Endless Wrath	api	Empyrean Hammer has a 10% increased chance to critically strike.
432626	Undisputed Ruling	api	Hammer of Light applies Judgment to its targets, and increases your Haste by 12% for 6 sec.
432802	Solidarity	api	If you bestow an Armament upon an ally, you also gain its benefits.\n\nIf you bestow an Armament upon yourself, a nearby ally also gains its benefits.
432804	Forewarning	api	The cooldown of Holy Armaments is reduced by 20%.
432821	Shared Resolve	api	The effect of your active Aura is increased by 33% on targets with your Armaments.
432866	Laying Down Arms	api	When an Armament fades from you, the cooldown of Lay on Hands is reduced by 15.0 sec and you gain Infusion of Light.
432919	Valiance	api	Consuming Infusion of Light reduces the cooldown of Holy Armaments by 3.0 sec.
432929	Divine Hammer	api	Divine Toll summons Divine Hammers that spin around you for 8 sec.\n\nDivine Hammer\nStrikes all enemies nearby for 50 Holy damage every 2 sec. Deals reduced damage beyond 8 targets.
432964	Divine Inspiration	api	Your spells and abilities have a chance to manifest a Holy Armament for a nearby ally.
432977	Sanctification	api	Casting Judgment increases the damage of Empyrean Hammer by 5% for 10 sec.\n\nMultiple applications may overlap.
432990	Unrelenting Charger	api	Divine Steed lasts 2 sec longer and increases your movement speed by an additional 30% for the first 3 sec.
432992	Bonds of Fellowship	api	You receive 20% less damage from Blessing of Sacrifice and each time its target takes damage, you gain 4% movement speed up to a maximum of 40%.
433011	Blessing of the Forge	api	Avenging Wrath summons an additional Sacred Weapon, and during Avenging Wrath your Sacred Weapon casts spells on your target and echoes the effects of your Holy Power abilities.
433015	Blessed Assurance	api	Casting a Holy Power ability increases the damage and healing of your next Crusader Strike by 200%.
433106	Divine Guidance	api	For each Holy Power ability cast, your next Consecration deals 1,140 damage or healing immediately, split across all enemies and allies.
433568	Rite of Sanctification	api	Imbue your weapon with the power of the Light, increasing your armor by 5% and your primary stat by 2%.\n\nLasts 1 hour.
433583	Rite of Adjuration	api	Imbue your weapon with the power of the Light, increasing your Stamina by 3% and causing your Holy Power abilities to sometimes unleash a burst of healing around a target.\n\nLasts 1 hour.
433718	Hammer and Anvil	api	Judgment critical strikes cause a shockwave around the target, healing to up to 5 injuried allies for 430.
433748	Protective Growth	api	Your Regrowth protects you, reducing damage you take by 8% while your Regrowth is on you.
433831	Dream Surge	api	When Grove Guardians are summoned, they grow Dream Petals on your target, healing up to 3 nearby allies for 564.
433871	Maneuverability	api	Deep Breath can now be steered in your desired direction.\n\nIn addition, Deep Breath burns targets for 2,554 Volcanic damage over 12 sec.\n\nThe duration of this effect is extended when Deep Breath is cast multiple times.
433891	Infernal Bolt	db2-template+redirect	Mother of Chaos empowers your next $?s137044[Shadow Bolt][Incinerate] to become Infernal Bolt.\n\n$@spellicon434506 $@spellname434506\nHurl a bolt enveloped in the infernal flames of the abyss, dealing $s1 Fire damage to your enemy target and generating ${$s2/10} Soul Shards.
433901	Vampiric Strike	api	Your Death Coil and Death Strike have a 25% chance to make your next Scourge Strike become Vampiric Strike.\n\nVampiric Strike heals you for 2% of your maximum health and grants you Essence of the Blood Queen, increasing your Haste by 1.0%, up to 5.0% for 20 sec.
433905	Prophet's Will	api	Your Flash Heal and Holy Word: Serenity are 30% more effective when cast on yourself.
433934	Newly Turned	api	Raise Ally revives players at full health and grants you and your ally an absorb shield equal to 20% of your maximum health.
434028	Vampiric Speed	api	Death's Advance and Wraith Walk movement speed bonuses are increased by 10%.\n\nActivating Death's Advance or Wraith Walk increases 4 nearby allies movement speed by 20% for 5 sec.
434033	Blood-Soaked Ground	api	While you are within your Death and Decay, your physical damage taken is reduced by 5% and your chance to gain Vampiric Strike is increased by 5%.
434075	Frenzied Bloodthirst	api	Essence of the Blood Queen stacks 2 additional times and increases the damage of your Death Coil and Death Strike by 5%, and Epidemic by 5% per stack.
434100	Vampiric Aura	api	Your Leech is increased by 2%.\n\nWhile Lichborne is active, the Leech bonus of this effect is increased by 100%, and it affects 4 allies within 12 yds.
434136	Bloody Fortitude	api	Icebound Fortitude reduces all damage you take by up to an additional 20% based on your missing health.\n\nKilling an enemy that yields experience or honor reduces the cooldown of Icebound Fortitude by 3 sec.
434143	Infliction of Sorrow	api	When Vampiric Strike damages an enemy affected by your plagues, it extends the duration of the plagues by 3.0 sec, and deals 10% of the remaining damage to the enemy.
434151	Incite Terror	api	Vampiric Strike and Scourge Strike cause your targets to take 1% increased Shadow damage, up to 5% for 15 sec.\n\nVampiric Strike benefits from Incite Terror at 400% effectiveness.
434152	Gift of the San'layn	api	While Dark Transformation is active you gain Gift of the San'layn.\n\nGift of the San'layn increases the effectiveness of your Essence of the Blood Queen by 200%, and Vampiric Strike replaces your Scourge Strike for the duration.
434157	Visceral Strength	api	When Sudden Doom is consumed, you gain 4% Strength for 5 sec.
434220	Power of the Dream	api	Dream Surge heals 1 additional ally.
434249	Control of the Dream	api	Time elapsed while your major abilities are available to be used or at maximum charges is subtracted from that ability's cooldown after the next time you use it, up to 15 seconds.\n\nAffects Force of Nature, Celestial Alignment, and Convoke the Spirits.
434260	The Blood is Life	api	Dark Transformation summons a Blood Beast to attack your enemy for 10 sec.\n\nEach time the Blood Beast attacks, it stores a portion of the damage dealt. When the Blood Beast dies, it explodes, dealing 25% of the damage accumulated to nearby enemies and healing the Death Knight for the same amount. Deals reduced damage beyond 8 targets.
434261	Pact of the San'layn	api	You store 10% of all Shadow damage dealt into your Blood Beast to explode for additional damage when it expires.
434263	Sanguine Scent	api	Your Death Coil and Death Strike have a 15% increased chance to trigger Vampiric Strike when damaging enemies below 35% health.
434300	Bombardments	api	Mass Disintegrate marks your primary target for destruction for the next 6 sec.\n\nYou and your allies have a chance to trigger a Bombardment when attacking marked targets, dealing 1,805 Volcanic damage split amongst all nearby enemies.
434424	Cloven Soul	db2-template+redirect	Enemies damaged by your Overlord have their souls cloven, increasing damage taken by you and your pets by $434424s1% for $434424d.
434587	Summon Overfiend	db2-template	Generates $457578s1 Soul Shard Fragment every $457578t1 sec and casts Chaos Bolt at $456975s1% effectiveness at its summoner's target. Lasts $d.
434774	Transcendence: Linked Spirits	api	Transcendence now tethers your spirit onto an ally for 1 hour. Use Transcendence: Transfer to teleport to your ally's location.
434905	Grim Reaper	api	Reaper's Mark initial strike grants Killing Machine.\n\nReaper's Mark explosion deals up to 30% increased damage based on your target's missing health.
434969	Lightning Strikes	api	Damaging enemies with Thunder Clap, Raging Blow, or Execute has a 25% chance to also strike one with a lightning bolt, dealing 54 Nature damage.\n\nLightning Strikes occur 30% more often during Avatar.
434970	Steadfast as the Peaks	api	Stamina increased by 5%.\n\nVictory Rush increases your maximum health by 10% for 5 sec. When this health increase expires, you heal for any amount of the original Victory Rush that healed you in excess of your full health.
435005	Smothering Offense	api	Your auto attack damage is increased by 10%. \n\nThis amount is increased for each stack of Icy Talons you have and it can stack up to 2 additional times.
435010	Icy Death Torrent	api	Your auto attack critical strikes have a chance to send out a torrent of ice dealing 37 Frost damage to enemies in front of you.
435607	Thunder Blast	api	Shield Slam and Bloodthirst have a 35% chance to grant you Thunder Blast, stacking up to 2 charges.\n\nThunder Blast\nYour next Thunder Clap becomes a Thunder Blast that deals 67 Stormstrike damage and generates 2 Rage.
436148	Ground Current	api	Lightning Strikes also deal 15 Nature damage to enemies near their target. Damage reduced beyond 5 targets.
436152	Thorim's Might	api	Lightning Strikes generate 3 Rage.\n\nRaging Blow and Execute damage increased by 25%.
436162	Storm Bolts	api	Storm Bolt also hits 2 additional nearby targets, stunning them for 2 sec, but its cooldown is increased by 10 sec.
436201	Gathering Clouds	api	Your attacks trigger Lightning Strikes 30% more often.
436335	Mass Disintegrate	api	Empower spells cause your next Disintegrate to strike up to 3 targets. When striking fewer than 3 targets, Disintegrate damage is increased by 10% for each missing target.
436358	Demolish	api	Unleash a series of precise and powerful strikes against your target, dealing 802 damage to it, and 430 damage to enemies within 10 yds of it. Deals reduced damage beyond 8 targets.\n\nWhile channeling Demolish, you take 10% less damage and are immune to stuns, knockbacks, and forced movement effects.\n\nYou can block, parry, dodge, and use certain defensive abilities while channeling Demolish.
436687	Dark Talons	api	Consuming Killing Machine or Rime has a 25% chance to grant 3 stacks of Icy Talons and increase its maximum stacks by the same amount for 6 sec.\n\nRunic Power spending abilities count as Shadowfrost while Icy Talons is active.
